TECTONIC_SETTING,LOCATION,LATITUDE,LONGITUDE,LAND_SEA,SAMPLE_NAME,ROCK_NAME,ROCK_TYPE,SIO2_WT,TIO2_WT,AL2O3_WT,FE2O3_WT,FEO_WT,FEOT_WT,CAO_WT,MGO_WT,MNO_WT,K2O_WT,NA2O_WT,P2O5_WT,LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM)
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.0311,-91.323,SAE,s_W95 6 [8493],BASALT [8493],VOL,48.51,3.25,14.42,,,11.48,10.92,6.27,0.2,0.54,3.19,0.39,,,,,,,,,,,,,,,31,,370,,,,,,228,104,20,,,,,5,376,35,232,18,,,,,,,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.0266,-91.3206,SAE,s_W95 7 [8493],BASALT [8493],VOL,48.84,3.33,13.95,,,12.52,10.4,5.69,0.2,0.56,3.42,0.41,,,,,,,,,,,,,,,30,,377,,,,,,76,110,24,,,,,6,353,37,242,19,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.021,-91.319,SAE,s_W95 8 [8493],BASALT [8493],VOL,49.53,3.31,14.29,,,11.76,10.69,6.05,0.19,0.58,3.45,0.41,,,,,,,,,,,,,,,29,,369,,,,,,80,105,24,,,,,6,380,37,247,20,,,,,,,,,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.0163,-91.3166,SAE,s_W95 9 [8493],BASALT [8493],VOL,49.26,3.09,14.33,,,11.81,11.17,6.33,0.19,0.52,3.05,0.34,,,,,,,,,,,,,,,33,,372,,,,,,102,97,23,,,,,5,388,31,207,18,,,,,,,,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.0088,-91.3175,SAE,s_W95 10 [8493],BASALT [8493],VOL,49.38,3.1,14.3,,,11.86,11.18,6.43,0.19,0.52,3.1,0.34,,,,,,,,,,,,,,,30,,382,,,,,,100,98,20,,,,,5,392,31,205,17,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,-0.001,-91.325,SAE,s_W95 11 [8493],BASALT [8493],VOL,49.12,3.09,14.32,,,11.74,11.18,6.28,0.19,0.52,3.1,0.34,,,,,,,,,,,,,,,35,,382,,,,,,105,101,22,,,,,6,387,31,205,17,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,-0.002,-91.327,SAE,s_W95 12 [8493],BASALT [8493],VOL,50.02,3.05,14.67,,,11.05,11.04,6.7,0.18,0.5,3.18,0.36,,,,,,,,,,,,,,,33,,358,,,,,,109,94,22,,,,,6,375,33,220,16,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,-0.0058,-91.3514,SAE,s_W95 13 [8493],BASALT [8493],VOL,48.62,3.04,14.27,,,11.88,11.2,6.34,0.19,0.51,2.99,0.34,,,,,,,,,,,,,,,36,,385,,,,,,99,98,26,,,,,5,391,31,207,17,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,-0.0058,-91.3514,SAE,s_W95 14 [8493],BASALT [8493],VOL,48.92,3.44,14,,,12.14,10.39,5.78,0.2,0.6,3.25,0.42,,,,,,,,,,,,,,,37,,395,,,,,,122,106,22,,,,,7,376,37,249,20,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,-0.0079,-91.3462,SAE,s_W95 15 [8493],BASALT [8493],VOL,48.8,2.99,14.46,,,11.22,11.29,6.51,0.18,0.54,3.62,0.57,,,,,,,,,,,,,,,40,,359,,,,,,108,93,21,,,,,7,388,31,209,17,,,,,,,,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,-0.0053,-91.3487,SAE,s_W95 16 [8493],BASALT [8493],VOL,48.39,3.26,14.4,,,11.64,10.92,6.04,0.19,0.57,3.36,0.48,,,,,,,,,,,,,,,34,,372,,,,,,51,94,20,,,,,5,389,33,241,20,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,-0.0055,-91.3395,SAE,s_W95 17 [8493],BASALT [8493],VOL,49.35,3.62,14.02,,,12.24,10.18,5.57,0.2,0.63,3.62,0.45,,,,,,,,,,,,,,,34,,390,,,,,,107,108,23,,,,,6,376,41,272,20,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,-0.0055,-91.3395,SAE,s_W95 18 [8493],BASALT [8493],VOL,48.95,3.23,14.27,,,11.42,10.9,6.04,0.19,0.57,3.28,0.4,,,,,,,,,,,,,,,33,,381,,,,,,90,94,22,,,,,5,385,35,238,19,,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,-0.0055,-91.3395,SAE,s_W95 19 [8493],BASALT [8493],VOL,49.36,3.54,14.17,,,11.87,10.42,5.74,0.2,0.6,3.38,0.43,,,,,,,,,,,,,,,32,,388,,,,,,92,96,23,,,,,6,376,38,258,21,,,,,,,,,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.003,-91.361,SAE,s_W95 20 [8493],BASALT [8493],VOL,48.53,3.05,14.24,,,11.3,11.09,6.26,0.19,0.5,3.16,0.36,,,,,,,,,,,,,,,35,,352,,,,,,74,93,24,,,,,6,388,32,218,17,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.0032,-91.3612,SAE,s_W95 21 [8493],BASALT [8493],VOL,48.69,3.31,13.96,,,12.38,10.6,5.97,0.2,0.54,3.24,0.38,,,,,,,,,,,,,,,36,,390,,,,,,112,103,25,,,,,5,389,36,238,17,,,,,,,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.003,-91.361,SAE,s_W95 22 [8493],BASALT [8493],VOL,48.52,2.77,13.92,,,11.06,11.92,6.6,0.19,0.4,2.95,0.29,,,,,,,,,,,,,,,39,,378,,,,,,153,87,20,,,,,4,317,33,180,13,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.003,-91.361,SAE,s_W95 23 [8493],BASALT [8493],VOL,48.23,2.34,17.15,,,9.21,12.18,6.21,0.14,0.3,2.42,0.24,,,,,,,,,,,,,,,28,,272,,,,,,82,70,19,,,,,3,382,23,154,11,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.006,-91.359,SAE,s_W95 24 [8493],BASALT [8493],VOL,48.97,2.9,16.96,,,10.39,11.38,4.9,0.17,0.49,3.18,0.34,,,,,,,,,,,,,,,30,,334,,,,,,89,89,20,,,,,6,415,32,211,15,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.008,-91.357,SAE,s_W95 25 [8493],BASALT [8493],VOL,49.36,2.52,16.58,,,9.9,12.05,6.07,0.16,0.38,2.91,0.28,,,,,,,,,,,,,,,36,,316,,,,,,98,78,22,,,,,5,390,28,173,14,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.008,-91.3573,SAE,s_W95 26 [8493],BASALT [8493],VOL,48.63,2.96,14.68,,,11.81,11.35,6.18,0.19,0.43,3.02,0.31,,,,,,,,,,,,,,,40,,361,,,,,,130,98,22,,,,,5,370,30,192,15,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.008,-91.357,SAE,s_W95 27 [8493],BASALT [8493],VOL,49.21,3.3,14.22,,,11.58,10.88,6.11,0.19,0.52,3.25,0.38,,,,,,,,,,,,,,,36,,378,,,,,,121,99,22,,,,,6,371,36,231,17,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.0086,-91.3568,SAE,s_W95 28 [8493],BASALT [8493],VOL,49.15,3.16,14.34,,,11.88,11.03,6.23,0.19,0.5,3.22,0.36,,,,,,,,,,,,,,,37,,364,,,,,,108,99,19,,,,,5,379,34,222,16,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.012,-91.3539,SAE,s_W95 29 [8493],BASALT [8493],VOL,49.31,2.94,16.77,,,10.33,11.48,5.26,0.17,0.49,3.16,0.35,,,,,,,,,,,,,,,32,,316,,,,,,94,128,24,,,,,5,410,32,214,16,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.012,-91.3539,SAE,s_W95 30 [8493],BASALT [8493],VOL,48.75,2.73,15.51,,,10.45,11.84,6.26,0.17,0.44,3.01,0.31,,,,,,,,,,,,,,,38,,324,,,,,,102,86,20,,,,,5,390,30,188,15,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.0057,-91.3657,SAE,s_W95 31 [8493],BASALT [8493],VOL,48.77,3.02,14.25,,,12.01,11.17,6.36,0.19,0.52,3.07,0.34,,,,,,,,,,,,,,,37,,359,,,,,,101,98,23,,,,,5,386,31,208,18,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.0025,-91.3665,SAE,s_W95 32 [8493],BASALT [8493],VOL,48.87,2.71,16.24,,,9.65,11.62,5.72,0.17,0.46,3.1,0.34,,,,,,,,,,,,,,,38,,319,,,,,,111,92,21,,,,,5,407,31,202,16,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.003,-91.367,SAE,s_W95 33 [8493],BASALT [8493],VOL,49,2.86,15.42,,,10.58,11.84,6.56,0.18,0.41,2.95,0.32,,,,,,,,,,,,,,,39,,335,,,,,,113,91,19,,,,,4,364,32,194,14,,,,,,,,,,,,,82,13.9,35.4,5.3,25.5,6.72,2.23,7.17,1.12,6.38,1.23,3.21,0.44,2.67,0.41,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.003,-91.367,SAE,s_W95 34 [8493],BASALT [8493],VOL,49.23,3.21,14.25,,,11.98,10.65,5.95,0.19,0.56,3.35,0.41,,,,,,,,,,,,,,,34,,380,,,,,,104,105,24,,,,,7,373,38,252,19,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.003,-91.367,SAE,s_W95 35 [8493],BASALT [8493],VOL,48.85,3.12,14.15,,,12.08,10.76,6.02,0.19,0.54,3.25,0.39,,,,,,,,,,,,,,,36,,361,,,,,,84,100,23,,,,,4,373,37,236,18,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.003,-91.366,SAE,s_W95 36 [8493],BASALT [8493],VOL,48.31,3.13,14.14,,,11.51,10.77,6,0.19,0.52,3.21,0.38,,,,,,,,,,,,,,,37,,362,,,,,,79,98,19,,,,,6,384,35,233,16,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.003,-91.366,SAE,s_W95 37 [8493],BASALT [8493],VOL,48.55,3.23,14.33,,,11.85,10.72,6,0.19,0.55,3.4,0.39,,,,,,,,,,,,,,,35,,373,,,,,,76,100,21,,,,,7,388,36,235,19,,,,,,,,,,,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.003,-91.366,SAE,s_W95 38 [8493],BASALT [8493],VOL,48.96,3.06,14.56,,,11.69,11.13,6.39,0.18,0.49,3.27,0.35,,,,,,,,,,,,,,,40,,367,,,,,,109,93,24,,,,,5,387,32,213,17,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.0084,-91.3607,SAE,s_W95 39 [8493],BASALT [8493],VOL,48.52,3.71,13.95,,,13.18,9.76,5.16,0.21,0.64,3.57,0.49,,,,,,,,,,,,,,,35,,395,,,,,,95,111,24,,,,,7,379,42,279,23,,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.0084,-91.3607,SAE,s_W95 40 [8493],BASALT [8493],VOL,46.13,3.18,13.55,,,11.39,10.38,5.69,0.19,0.54,3.04,0.38,,,,,,,,,,,,,,,36,,376,,,,,,113,100,23,,,,,7,387,35,231,19,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.0097,-91.3618,SAE,s_W95 41 [8493],BASALT [8493],VOL,48.89,3.02,14.31,,,11.99,11.2,6.4,0.19,0.51,3.03,0.34,,,,,,,,,,,,,,,39,,360,,,,,,97,96,21,,,,,6,388,31,207,17,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.0172,-91.3642,SAE,s_W95 42 [8493],BASALT [8493],VOL,49.09,3.15,14.28,,,11.76,10.41,5.71,0.19,0.66,3.29,0.44,,,,,,,,,,,,,,,39,,355,,,,,,104,105,25,,,,,6,382,39,265,21,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.017,-91.364,SAE,s_W95 43 [8493],BASALT [8493],VOL,48.96,3.35,13.98,,,12.11,10.69,5.78,0.19,0.57,3.16,0.4,,,,,,,,,,,,,,,40,,374,,,,,,116,102,26,,,,,4,353,37,238,19,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.017,-91.364,SAE,s_W95 44 [8493],BASALT [8493],VOL,48.86,2.81,15.57,,,10.82,11.59,6.12,0.17,0.42,3.01,0.33,,,,,,,,,,,,,,,33,,312,,,,,,113,93,21,,,,,3,356,34,201,15,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.0167,-91.3648,SAE,s_W95 45 [8493],BASALT [8493],VOL,49.75,3.48,13.92,,,12.3,9.36,5.04,0.21,0.81,3.55,0.68,,,,,,,,,,,,,,,31,,352,,,,,,93,121,27,,,,,10,349,58,385,29,,,,,,,,,,,,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.0167,-91.3648,SAE,s_W95 46 [8493],BASALT [8493],VOL,48.33,3.1,14.25,,,11.32,11.07,6.02,0.19,0.45,2.88,0.36,,,,,,,,,,,,,,,34,,339,,,,,,105,98,24,,,,,3,361,36,223,17,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.016,-91.365,SAE,s_W95 47 [8493],BASALT [8493],VOL,48.63,3.21,14.32,,,11.68,10.96,6.06,0.18,0.47,3.02,0.37,,,,,,,,,,,,,,,35,,340,,,,,,101,94,21,,,,,4,370,35,229,16,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.0163,-91.3656,SAE,s_W95 48 [8493],BASALT [8493],VOL,48.02,3.02,14.22,,,11.45,11.22,6.48,0.19,0.44,3.06,0.34,,,,,,,,,,,,,,,39,,323,,,,,,86,97,21,,,,,5,372,33,215,15,,,,,,,,,,,,,97,27.4,70,10.3,48.3,12.2,3.69,12.7,1.93,11.01,2.12,5.57,0.75,4.67,0.71,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.016,-91.366,SAE,s_W95 49 [8493],BASALT [8493],VOL,48,3.19,14.08,,,12.01,10.84,6.04,0.19,0.47,3.19,0.37,,,,,,,,,,,,,,,37,,348,,,,,,114,95,22,,,,,3,355,37,228,17,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,-0.0416,-91.3885,SAE,s_W95 50 [8493],BASALT [8493],VOL,48.16,3.03,14.05,,,12.08,11.04,6.19,0.19,0.51,3.03,0.34,,,,,,,,,,,,,,,34,,359,,,,,,106,97,24,,,,,5,388,31,209,18,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,-0.042,-91.3885,SAE,s_W95 51 [8493],BASALT [8493],VOL,49.04,3.41,13.98,,,12.1,10.35,5.68,0.19,0.63,3.27,0.42,,,,,,,,,,,,,,,36,,378,,,,,,117,105,24,,,,,6,381,38,247,21,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,-0.042,-91.3885,SAE,s_W95 52 [8493],BASALT [8493],VOL,48.59,2.61,16.14,,,10.01,11.91,6.07,0.16,0.45,2.88,0.31,,,,,,,,,,,,,,,31,,312,,,,,,115,82,21,,,,,6,396,28,187,14,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,-0.0633,-91.4083,SAE,s_W95 53 [8493],BASALT [8493],VOL,49.13,3.11,14.35,,,11.81,11.02,6.18,0.19,0.49,2.93,0.36,,,,,,,,,,,,,,,36,,362,,,,,,121,101,26,,,,,4,379,33,220,17,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,-0.05,-91.41,SAE,s_W95 54 [8493],BASALT [8493],VOL,48.67,3.25,14.28,,,11.86,10.56,5.95,0.19,0.57,3.2,0.4,,,,,,,,,,,,,,,33,,373,,,,,,96,99,23,,,,,7,373,37,241,20,,,,,,,,,,,,,113,18.5,46.2,6.7,31.3,7.88,2.53,8.16,1.27,7.14,1.38,3.62,0.5,3.04,0.46,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,-0.051,-91.39,SAE,s_W95 55 [8493],BASALT [8493],VOL,47.86,3.48,13.85,,,12.41,10.3,5.54,0.2,0.58,3.26,0.43,,,,,,,,,,,,,,,38,,399,,,,,,126,107,25,,,,,5,377,39,254,20,,,,,,,,,,,,,131,20.1,50.1,7.3,34,8.57,2.78,8.91,1.37,7.71,1.48,3.89,0.54,3.22,0.49,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,-0.051,-91.38,SAE,s_W95 56 [8493],BASALT [8493],VOL,48.48,3.1,14.44,,,11.85,11.02,6.27,0.19,0.49,3.09,0.36,,,,,,,,,,,,,,,37,,363,,,,,,123,94,24,,,,,5,380,33,220,17,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,-0.052,-91.37,SAE,s_W95 57 [8493],BASALT [8493],VOL,48.32,3.43,13.82,,,12.17,10.13,5.6,0.2,0.59,3.29,0.42,,,,,,,,,,,,,,,36,,395,,,,,,92,104,25,,,,,6,363,38,252,20,,,,,,,,,,,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,-0.052,-91.37,SAE,s_W95 58 [8493],BASALT [8493],VOL,48.72,3.4,13.98,,,12.17,10.34,5.65,0.19,0.64,3.25,0.42,,,,,,,,,,,,,,,36,,382,,,,,,112,103,24,,,,,4,378,37,245,19,,,,,,,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,-0.06,-91.41,SAE,s_W95 60 [8493],BASALT [8493],VOL,48.74,2.85,17.12,,,10.69,11.42,4.69,0.17,0.4,3.02,0.28,,,,,,,,,,,,,,,30,,359,,,,,,121,93,24,,,,,4,389,28,173,16,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,-0.06,-91.41,SAE,s_W95 61 [8493],BASALT [8493],VOL,47.77,3.16,15.51,,,11.94,9.75,7.28,0.18,0.57,3.16,0.37,,,,,,,,,,,,,,,32,,342,,,,,,46,112,24,,,,,8,378,33,193,24,,,,,,,,,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,-0.06,-91.41,SAE,s_W95 62 [8493],BASALT [8493],VOL,48.61,1.61,17.23,,,7.79,12.74,9.5,0.13,0.25,2.16,0.19,,,,,,,,,,,,,,,34,,204,,,,,,58,56,19,,,,,5,359,18,118,9,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,-0.08,-91.41,SAE,s_W95 63 [8493],BASALT [8493],VOL,48.27,3.47,14.26,,,12.77,10.59,5.57,0.2,0.48,3.17,0.33,,,,,,,,,,,,,,,38,,434,,,,,,144,109,23,,,,,6,354,35,204,19,,,,,,,,,,,,,110,38.7,27.5,22.5,16.4,17,4.66,4.88,4.29,3.9,3.96,2.34,1.93,1.66,1.65,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.12,-91.42,SAE,s_W95 64 [8493],BASALT [8493],VOL,49.12,2.75,16.76,,,9.98,11.59,5.6,0.16,0.5,3.22,0.34,,,,,,,,,,,,,,,36,,311,,,,,,88,85,24,,,,,5,409,32,213,16,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.12,-91.42,SAE,s_W95 65 [8493],BASALT [8493],VOL,48.91,3.46,14.02,,,12.06,10.24,5.72,0.2,0.6,3.45,0.44,,,,,,,,,,,,,,,32,,391,,,,,,117,103,24,,,,,5,379,40,251,21,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.12,-91.42,SAE,s_W95 66 [8493],BASALT [8493],VOL,48.95,2.53,18.36,,,9.15,11.94,4.86,0.15,0.44,3.18,0.31,,,,,,,,,,,,,,,32,,294,,,,,,85,75,24,,,,,6,431,27,186,15,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
